
EDGES TABLE (nodes = 1, tmult = 16)

8 efficiency	0.560811	0.726997	0.720151	1.190661	2.918041
16 efficiency	0.404432	0.361539	0.346004	0.594442	1.553120

THETA TABLE (nodes = 16, edges = 320000)

cores/theta	1	2	4	8	16
1 vote	1.917639	3.706366	6.034447	15.768424	49.075761
2 vote	2.079474	2.889899	4.164117	8.039812	21.921084
4 vote	0.389705	2.345943	1.909401	2.031863	13.598022
8 vote	0.523895	0.970628	1.873316	1.139181	6.317915
16 vote	0.108651	0.200646	0.389298	1.082076	1.314264
1 speedup	1.000000	1.000000	1.000000	1.000000	1.000000
2 speedup	0.922175	1.282524	1.449154	1.961293	2.238747
4 speedup	4.920746	1.579905	3.160387	7.760573	3.609037
8 speedup	3.660351	3.818523	3.221265	13.841894	7.767715
16 speedup	17.649562	18.472174	15.500850	14.572375	37.340883
1 efficiency	1.000000	1.000000	1.000000	1.000000	1.000000
2 efficiency	0.461087	0.641262	0.724577	0.980646	1.119373
4 efficiency	1.230186	0.394976	0.790097	1.940143	0.902259
8 efficiency	0.457544	0.477315	0.402658	1.730237	0.970964
16 efficiency	1.103098	1.154511	0.968803	0.910773	2.333805
